Valid Remaining Qty,SO Created Date,Material,Old material number,Name,Item category group,Overall CreditStatus,Sales document,Sales Document Item,Schedule line number,Production scheduler,Remaining Quantity,Unrestricted On-hand Qty,Remaining Net Value,ATP Confirm Date,Requested (First) Date,MRP Controller (Materials Planner),Kanban Armature,Field Shima Shell,Magnet Shima Shell,Casting,Casting 2,RYG,Comments,Customer Expedite/late delivery explanation
+,4/13/2021,30190165,540-1642,APPLIED INDUSTRIAL TECH,NORM,A,2172535,20,2,683,1,1,64.57,4/27/2021,4/13/2021,ID4,null,null,null,null,null,G,Complete 4/19,null
+,3/11/2021,30179019,5103-451-004,DIE QUIP,NORM,A,2155646,20,1,633,1,1,158.3,4/14/2021,4/14/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 10",null
+,3/11/2021,30179032,5103-751-010,DIE QUIP,NORM,A,2155646,30,1,855,1,1,206.82,4/14/2021,4/14/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 10",null
+,4/14/2021,30179073,5125-541-003,WAJAX INDUSTRIAL COMPONENTS,NORM,A,2173134,30,2,634,1,null,101.36,4/28/2021,4/14/2021,ID3,null,null,null,null,null,Y,WO# 11305422 10 PCS @ 634,null
+,4/14/2021,30179075,5181-101-010,GENERAL BEARING SERVICE,NORM,A,2173741,10,2,600,8,null,87.04,5/26/2021,4/14/2021,ID3,null,null,null,null,null,Y,WO# 11313586 60 PCS @ 600,null
+,4/13/2021,30179076,5200-101-009,MOTION INDUSTRIES INC,NORM,A,2172631,20,2,600,1,1,8.63,4/27/2021,4/14/2021,ID3,null,null,null,null,null,G,Complete 4/19,null
+,4/14/2021,30179077,5200-101-010,GENERAL BEARING SERVICE,NORM,A,2173741,50,2,600,2,2,82.08,5/26/2021,4/14/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 10/20/30/40",null
+,4/13/2021,30179110,5201-452-006,MOTION INDUSTRIES INC,NORM,A,2172631,240,2,682,1,null,1141.44,4/27/2021,4/14/2021,ID3,null,null,null,null,null,R,Need 5201-451-057 wo# 11305428 20 PCS @ 683/633,null
+,4/14/2021,30179146,5207-452-004,GENERAL BEARING SERVICE,NORM,A,2173741,40,2,682,2,null,1923.02,5/26/2021,4/14/2021,ID3,null,null,null,null,null,R,"Need 540-0614 wo# 11296583 10 PCS @ 683
Need 5281-751-001 - kanban @ 300
Need 5281-451-005-/-5281-800-002 wo# 11296501 50 PCS @ 635/687/633/braze/635/687",null
+,4/13/2021,30179148,5207-541-002,KAMAN INDUSTRIAL TECH,NORM,A,2172822,10,2,202,4,null,651.28,4/27/2021,4/14/2021,ID3,null,null,null,null,null,Y,WO# 11296606 20 PCS @ 202/634,null
+,4/14/2021,30179148,5207-541-002,GENERAL BEARING SERVICE,NORM,A,2173741,20,2,202,2,null,325.64,5/26/2021,4/14/2021,ID3,null,null,null,null,null,Y,WO# 11296606 20 PCS @ 202/634,null
+,4/14/2021,30179176,5281-111-002,GENERAL BEARING SERVICE,NORM,A,2173741,30,2,634,2,null,209.98,5/26/2021,4/14/2021,ID3,null,null,null,null,null,Y,WO# 11305707 40 PCS @ 634,null
+,4/13/2021,30179181,5300-178-001,APPLIED INDUSTRIAL TECH,NORM,A,2172949,10,2,685,1,null,72.9,4/20/2021,4/14/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/13/2021,30179218,5304-111-004,MOTION INDUSTRIES INC,NORM,A,2172631,150,2,634,3,null,1199.97,4/22/2021,4/14/2021,ID3,null,null,null,null,null,Y,WO# 11301844 20 PCS @ 634,null
+,3/11/2021,30179245,5365-111-009,DIE QUIP,NORM,A,2155646,10,1,634,1,null,260.46,4/14/2021,4/14/2021,ID3,null,null,null,null,null,R,Need 540-0636 wo# 11273819 10 PCS @ 683/475,null
+,4/13/2021,30188209,5153-170-002,MOTION INDUSTRIES INC,NORM,A,2173007,10,2,170,1,null,489.3,5/25/2021,4/14/2021,ID4,null,null,null,null,null,R,Need 5153-631-001 wo# 11313791 10 PCS ,null
+,4/14/2021,30188209,5153-170-002,MOTION INDUSTRIES INC,NORM,A,2173228,10,2,170,2,null,978.6,5/26/2021,4/14/2021,ID4,null,null,null,null,null,R,Need 5153-631-001 wo# 11313791 10 PCS ,null
+,4/13/2021,30188229,5154-170-002,MOTION INDUSTRIES INC,NORM,A,2172631,290,2,170,1,null,738.25,4/20/2021,4/14/2021,ID4,null,null,null,null,null,P,Need 5154-445-003 PO 250 PCS Due 3/26 (4/19)     GLFP   sent to great lakes 3/31,null
+,4/13/2021,30188241,5154-541-005,MOTION INDUSTRIES INC,NORM,A,2172631,60,2,170,1,null,62.78,4/20/2021,4/14/2021,ID4,null,null,null,null,null,Y,WO# 11313793 15 PC,null
+,4/13/2021,30188276,5158-170-016,KAMAN INDUSTRIAL TECH,NORM,A,2172885,10,2,170,1,null,171.09,4/16/2021,4/14/2021,ID4,null,null,null,null,null,R,Need 5158-445-004 @ GL Due 4/23,null
+,4/12/2021,30188310,5161-271-026,WC DUCOMB CO,NORM,A,2171968,10,2,682,1,null,982.64,3/27/2025,4/14/2021,ID3,null,null,null,null,null,"P
R","Need 5161-111-001-/-540-0907 wo# 11245375 60 PCS @ 683/634/nitrotech
Need 5161-451-003-/-275-4041 PO 12 PCS Due 4/14
Need 5161-751-002 wo# 11305547 3 PCS @ 634/684",null
+,4/13/2021,30188917,5281-451-005,MOTION INDUSTRIES INC,NORM,A,2172631,170,2,633,3,3,975.33,4/27/2021,4/14/2021,ID3,null,null,null,null,null,G,Complete 4/19,null
+,4/13/2021,30189256,5370-101-076,MOTION INDUSTRIES INC,NORM,A,2172830,12,2,600,2,2,25.66,3/28/2025,4/14/2021,ID4,null,null,null,null,null,G,"Not pulled, need line 11/21/30/40",null
+,4/13/2021,30189256,5370-101-076,MOTION INDUSTRIES INC,NORM,A,2172830,22,2,600,1,1,12.82,3/28/2025,4/14/2021,ID4,null,null,null,null,null,G,"Not pulled, need line 11/21/30/40",null
+,4/13/2021,30189256,5370-101-076,PURVIS INDUSTRIES LTD,NORM,D,2172958,12,2,600,7,3,81.9,4/20/2021,4/14/2021,ID4,null,null,null,null,null,Y,WO# 11308971 15 PCS @ 600,null
+,4/13/2021,30189258,5370-101-078,MOTION INDUSTRIES INC,NORM,A,2172830,30,2,600,2,null,177.1,3/28/2025,4/14/2021,ID4,null,null,null,null,null,R,Need 5370-101-011 wo# 11313827 4 PC @ 600,null
+,4/13/2021,30189259,5370-101-079,MOTION INDUSTRIES INC,NORM,A,2172830,40,2,600,1,null,155.38,3/28/2025,4/14/2021,ID4,null,null,null,null,null,R,Need 5370-101-011 wo# 11313827 4 PC @ 600,null
+,4/13/2021,30189323,5370-169-289,MOTION INDUSTRIES INC,NORM,A,2172631,80,2,681,8,null,5048.56,4/20/2021,4/14/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,4/13/2021,30189387,5370-271-230,MOTION INDUSTRIES INC,NORM,A,2172984,10,2,681,1,null,915.71,4/27/2021,4/14/2021,ID4,110-0331,"800-0371
5370-451-204",None,258-1223,258-1226,P,"WO# 11313930 1 PC 
Need 6003-448-101 PO 4500810044 200 PCS Due 9/7",null
+,4/13/2021,30189389,5370-273-099,PURVIS INDUSTRIES LTD,NORM,D,2172941,10,2,681,1,null,1055.21,4/20/2021,4/14/2021,IDG,110-0331,None,None,None,None,"K
WD",Kanban @ 681,null
+,4/13/2021,30189401,5370-273-204,PURVIS INDUSTRIES LTD,NORM,D,2172958,11,2,681,7,null,5228.09,4/20/2021,4/14/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/13/2021,30189403,5370-273-209,MOTION INDUSTRIES INC,NORM,A,2172830,11,2,681,2,null,2075.26,3/28/2025,4/14/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/13/2021,30189405,5370-273-214,MOTION INDUSTRIES INC,NORM,A,2172830,21,2,681,1,null,1037.62,3/28/2025,4/14/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/14/2021,30189405,5370-273-214,HVH INDUSTRIAL SOLUTIONS LLC,NORM,D,2173500,10,1,681,1,null,1037.62,4/14/2021,4/14/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/14/2021,30189405,5370-273-214,HVH INDUSTRIAL SOLUTIONS LLC,NORM,D,2173507,10,1,681,1,null,1037.62,4/14/2021,4/14/2021,IDG,110-0332,"800-0372
5370-451-209","800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/7/2021,30189418,5370-273-235,KAMAN INDUSTRIAL TECH,NORM,A,2169983,10,1,681,3,null,3677.46,4/14/2021,4/14/2021,IDG,110-0332,"800-0374
5370-451-219","800-0376
5370-631-219",258-1224,258-1225,K,Kanban @ 681,null
+,4/14/2021,30189617,5371-169-032,MOTION INDUSTRIES INC,NORM,A,2173337,10,2,681,1,null,1381.45,5/12/2021,4/14/2021,ID4,110-0333,None,None,None,None,R,"WO# 11313931 1 PC
Need 5371-631-013 wo# 11296602 10 PCS @ 635/633",null
+,4/13/2021,30189823,5382-170-002,APPLIED INDUSTRIAL TECH,NORM,A,2173024,10,2,682,1,null,842.4,4/27/2021,4/14/2021,ID3,null,null,null,null,null,Y,WO# 11312076 4 PCS @ 682,null
+,4/13/2021,30189823,5382-170-002,MOTION INDUSTRIES INC,NORM,A,2172631,260,2,682,1,null,1144.38,4/27/2021,4/14/2021,ID3,null,null,null,null,null,Y,WO# 11312076 4 PCS @ 682,null
+,4/14/2021,30190472,6001-101-001,GENERAL BEARING SERVICE,NORM,A,2173741,70,2,600,2,2,39.12,5/26/2021,4/14/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 10/20/30/40",null
+,4/15/2021,30179026,5103-452-021,MOTION INDUSTRIES INC,NORM,A,2174258,30,2,682,1,null,332.88,4/26/2021,4/15/2021,ID3,null,null,null,null,null,R,Need 5103-751-016 wo# 11256423 40 PCS 855/300/BO/300,null
+,4/6/2021,30179026,5103-452-021,MOTION INDUSTRIES INC,NORM,A,2169209,10,1,682,1,null,332.88,4/15/2021,4/15/2021,ID3,null,null,null,null,null,R,Need 5103-751-016 wo# 11256423 40 PCS 855/300/BO/300,null
+,4/13/2021,30179051,5104-452-066,P3 INDUSTRIAL,NORM,A,2172633,30,2,682,1,null,460.17,4/22/2021,4/15/2021,ID3,null,null,null,null,null,Y,WO# 11312077 3 PCS @ 682,null
+,4/15/2021,30179076,5200-101-009,APPLIED INDUSTRIAL TECH,NORM,A,2174120,10,2,600,6,6,54.9,4/29/2021,4/15/2021,ID3,null,null,null,null,null,G,Complete 4/19,null
+,4/14/2021,30179148,5207-541-002,MOTION INDUSTRIES INC,NORM,A,2173588,10,2,202,1,null,162.82,4/28/2021,4/15/2021,ID3,null,null,null,null,null,Y,WO# 11296606 20 PCS @ 202/634,null
+,4/14/2021,30179214,5303-111-009,APPLIED INDUSTRIAL TECH,NORM,A,2173585,10,1,634,1,1,230.36,4/15/2021,4/15/2021,ID3,null,null,null,null,null,G,Shipper printed 4/14,null
+,4/14/2021,30179255,5369-631-005,MOTION INDUSTRIES INC,NORM,A,2173588,20,2,633,1,null,355.68,4/28/2021,4/15/2021,ID3,null,null,null,null,null,Y,WO# 11303632 5 PCS @ 633,null
+,4/14/2021,30188351,5162-271-007,APEX INDUSTRIAL AUTOMATION LLC,NORM,D,2173866,10,2,682,1,null,1264.58,5/26/2021,4/15/2021,ID3,null,null,null,null,null,R,Need 5162-751-001 wo# 11288182 8 PCS @ 682,null
+,4/14/2021,30188917,5281-451-005,TRANSPLY INC,NORM,A,2173623,10,2,633,1,1,325.11,4/30/2021,4/15/2021,ID3,null,null,null,null,null,G,Complete 4/19,null
+,4/15/2021,30189256,5370-101-076,MOTION INDUSTRIES INC,NORM,A,2174202,12,2,600,1,null,12.82,4/22/2021,4/15/2021,ID4,null,null,null,null,null,Y,WO# 11308971 15 PCS @ 600,null
+,4/14/2021,30189284,5370-169-214,MOTION INDUSTRIES INC,NORM,A,2173325,30,2,681,2,null,878.8,4/21/2021,4/15/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1225,None,K,Kanban @ 681,null
+,4/15/2021,30189284,5370-169-214,APPLIED INDUSTRIAL TECH,NORM,A,2174120,20,2,681,1,null,461.34,4/22/2021,4/15/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1225,None,K,Kanban @ 681,null
+,4/16/2021,30189322,5370-169-288,BREWER MACHINE & GEAR CO,NORM,A,2174810,10,2,681,1,null,831.79,4/23/2021,4/15/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,4/14/2021,30189323,5370-169-289,MOTION INDUSTRIES INC,NORM,A,2173404,10,2,681,2,null,1262.14,4/21/2021,4/15/2021,IDG,110-0332,None,None,258-1226,None,K,Kanban @ 681,null
+,4/14/2021,30189401,5370-273-204,APPLIED INDUSTRIAL TECH,NORM,A,2173792,20,2,681,1,null,622.44,4/21/2021,4/15/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/14/2021,30189401,5370-273-204,MOTION INDUSTRIES INC,NORM,A,2173325,40,2,681,4,null,2258.84,4/21/2021,4/15/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/14/2021,30189401,5370-273-204,MOTION INDUSTRIES INC,NORM,A,2173788,10,2,681,1,null,818.49,4/21/2021,4/15/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/15/2021,30189401,5370-273-204,APPLIED INDUSTRIAL TECH,NORM,A,2174118,20,2,681,1,null,622.44,4/22/2021,4/15/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/15/2021,30189401,5370-273-204,APPLIED INDUSTRIAL TECH,NORM,A,2174119,20,2,681,2,null,1244.88,4/22/2021,4/15/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/15/2021,30189401,5370-273-204,MOTION INDUSTRIES INC,NORM,A,2174202,11,2,681,1,null,818.49,4/22/2021,4/15/2021,IDG,110-0331,"800-0371
5370-451-204","800-0375
5370-631-204",258-1225,None,K,Kanban @ 681,null
+,4/9/2021,30189403,5370-273-209,RODAMIENTOS Y ACCESORIOS SA DE,NORM,A,2171366,10,2,681,1,null,1037.62,4/16/2021,4/15/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1223,258-1225,K,Kanban @ 681,null
+,4/14/2021,30189611,5371-169-023,MOTION INDUSTRIES INC,NORM,A,2173325,50,2,681,2,null,1804.4,4/19/2021,4/15/2021,IDG,110-0333,None,None,None,None,K,Kanban @ 681,null
+,4/15/2021,30189642,5371-170-048,EASTERN INDUSTRIAL AUTOMATION,NORM,A,2174164,10,2,681,1,null,1375.94,4/1/2025,4/15/2021,ID4,None,None,None,None,None,R,"WO# 11313938 1 PC
Need 5154-170-004-/-5154-445-003 50pc in QC",null
+,4/15/2021,30189663,5371-273-003,APPLIED INDUSTRIAL TECH,NORM,A,2174119,10,2,681,2,null,3718.62,4/22/2021,4/15/2021,IDG,110-0333,None,None,None,None,K,Kanban @ 681,null
+,4/14/2021,30189823,5382-170-002,VARICRAFT POWER SYSTEMS INC,NORM,A,2173875,10,2,682,1,null,1144.38,4/28/2021,4/15/2021,ID3,null,null,null,null,null,Y,WO# 11312076 4 PCS @ 682,null
+,4/14/2021,30189874,5391-170-012,MOTION INDUSTRIES INC,NORM,A,2173666,10,2,682,2,null,1963.66,5/26/2021,4/15/2021,ID3,null,null,null,null,null,R,Need 540-0615 wo# 11314061 10 PCS @ 683,null
+,4/16/2021,30065269,5202-451-007,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2174788,10,1,null,1,1,373.26,4/16/2021,4/16/2021,ID9,null,null,null,null,null,G,Shipper printed 4/16,null
+,4/15/2021,30066710,5314-631-001,MOTION INDUSTRIES INC,NORM,A,2174470,30,2,null,2,null,1830.42,5/7/2021,4/16/2021,ID9,null,null,null,null,null,P,PO 4500816186 6 PCS Due 5/7,null
+,4/9/2021,30066821,5312-631-034,MOTION INDUSTRIES INC,NORM,A,2171086,35,2,null,1,1,512.1,3/26/2025,4/16/2021,ID9,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/15/2021,30066825,5314-631-005,MOTION INDUSTRIES INC,NORM,A,2174209,160,1,null,2,null,1884.96,4/16/2021,4/16/2021,ID9,null,null,null,null,null,P,PO 4500810810 17 PCS Due 4/14,null
+,4/9/2021,30178874,180-0199,MOTION INDUSTRIES INC,NORM,A,2171086,31,2,null,1,1,47.7,3/26/2025,4/16/2021,ID9,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/9/2021,30178973,180-0338,MOTION INDUSTRIES INC,NORM,A,2171086,11,2,null,1,1,32.29,3/26/2025,4/16/2021,ID9,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/1/2021,30179019,5103-451-004,TRANSBEARCO LTD,NORM,A,2167408,10,2,633,10,10,1116.4,4/16/2021,4/16/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 40",null
+,4/1/2021,30179032,5103-751-010,TRANSBEARCO LTD,NORM,A,2167408,40,1,855,10,null,1458.7,4/16/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11300264 20 PCS @ 855/plate/300,null
+,4/15/2021,30179034,5104-101-003,MOTION INDUSTRIES INC,NORM,A,2174222,13,2,600,1,1,10.99,4/26/2021,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 14",null
+,4/15/2021,30179043,5104-452-057,MOTION INDUSTRIES INC,NORM,A,2174209,200,2,682,1,null,460.17,4/22/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11314064 2 PC @ 682,null
+,4/16/2021,30179043,5104-452-057,MOTION INDUSTRIES INC,NORM,A,2174987,10,2,682,2,null,920.34,4/23/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11314064 2 PC @ 682,null
+,4/15/2021,30179045,5104-452-059,MOTION INDUSTRIES INC,NORM,A,2174209,100,1,682,3,null,1380.51,4/16/2021,4/16/2021,ID3,null,null,null,null,null,R,Need 5104-751-045 wo# 11288192 40 PCS @ 855/300,null
+,4/14/2021,30179046,5104-452-060,ALTRA IND MOTION AUSTRALIA PTY,NORM,A,2173235,10,1,682,2,null,616.64,4/16/2021,4/16/2021,ID3,null,null,null,null,null,R,Need 5104-751-045 wo# 11288192 40 PCS @ 855/300,null
+,4/15/2021,30179051,5104-452-066,MOTION INDUSTRIES INC,NORM,A,2174222,14,2,682,1,null,460.17,4/26/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11312077 3 PCS @ 682,null
+,4/15/2021,30179055,5104-541-007,MOTION INDUSTRIES INC,NORM,A,2174222,12,2,685,1,1,79.72,4/26/2021,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 14",null
+,4/1/2021,30179067,5124-111-001,TRANSBEARCO LTD,NORM,A,2167408,20,1,475,10,10,661.2,4/16/2021,4/16/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 40",null
+,4/1/2021,30179069,5124-541-003,TRANSBEARCO LTD,NORM,A,2167408,30,2,634,10,10,799.6,4/16/2021,4/16/2021,ID3,null,null,null,null,null,G,"Ship complete, need line 40",null
+,4/15/2021,30179071,5125-111-001,MOTION INDUSTRIES INC,NORM,A,2174222,11,2,634,1,1,90.81,4/26/2021,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 14",null
+,4/9/2021,30179075,5181-101-010,MOTION INDUSTRIES INC,NORM,A,2171086,15,2,600,4,null,47.68,3/26/2025,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11313586 60 PCS @ 600,null
+,4/15/2021,30179077,5200-101-010,MOTION INDUSTRIES INC,NORM,A,2174222,15,2,600,1,1,41.04,4/26/2021,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need line 14",null
+,4/9/2021,30179077,5200-101-010,MOTION INDUSTRIES INC,NORM,A,2171086,20,2,600,1,1,27.67,3/26/2025,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/9/2021,30179078,5200-101-011,MOTION INDUSTRIES INC,NORM,A,2171086,37,2,600,1,1,39.3,3/26/2025,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/16/2021,30179104,5201-101-007,TORK PRODUCTS INC,NORM,A,2174856,20,2,600,4,null,41.24,4/2/2025,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11314066 8 PCS @ 600,null
+,4/9/2021,30179138,5207-101-005,MOTION INDUSTRIES INC,NORM,A,2171086,18,2,600,1,1,258.65,3/26/2025,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/9/2021,30179140,5207-451-005,MOTION INDUSTRIES INC,NORM,A,2171086,16,2,633,1,1,647.3,3/26/2025,4/16/2021,ID4,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/9/2021,30179148,5207-541-002,MOTION INDUSTRIES INC,NORM,A,2171086,14,2,202,1,null,162.82,3/26/2025,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11296606 20 PCS @ 202/634,null
-,4/15/2021,30179176,5281-111-002,MOTION INDUSTRIES INC,NORM,A,2174527,20,2,634,2,null,191.62,4/20/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11305707 40 PCS @ 634,null
+,4/9/2021,30179176,5281-111-002,MOTION INDUSTRIES INC,NORM,A,2171086,13,2,634,1,null,104.99,3/26/2025,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11305707 40 PCS @ 634,null
+,4/9/2021,30179177,5281-751-001,MOTION INDUSTRIES INC,NORM,A,2171086,17,2,202,1,1,226.36,3/26/2025,4/16/2021,IDF,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/15/2021,30179181,5300-178-001,MOTION INDUSTRIES INC,NORM,A,2174574,10,2,685,2,null,192.52,4/22/2021,4/16/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/16/2021,30179181,5300-178-001,MOTION INDUSTRIES INC,NORM,A,2174923,20,2,685,1,null,96.26,4/23/2021,4/16/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/16/2021,30179181,5300-178-001,MOTION INDUSTRIES INC,NORM,A,2174958,10,2,685,1,null,96.26,4/23/2021,4/16/2021,ID3,null,null,null,null,null,"P
R",Need 257-0032-/-257-0031 PO 500 PCS Due 3/29  ON HOLD due to plastic shortage /alternate,null
+,4/16/2021,30179182,5300-541-001,KAMAN INDUSTRIAL TECH,NORM,A,2175004,20,2,683,2,null,553.14,4/30/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11241156 20 PCS @ 683/634,null
+,4/16/2021,30179192,5300-631-005,KAMAN INDUSTRIAL TECH,NORM,A,2175004,30,2,633,1,null,303.14,4/30/2021,4/16/2021,ID3,null,null,null,null,null,P,Need 5300-800-007 PO 107 PCS Due 4/20,null
+,4/9/2021,30179201,5301-101-001,MOTION INDUSTRIES INC,NORM,A,2171086,34,2,600,3,3,49.62,3/26/2025,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/9/2021,30179208,5302-111-021,MOTION INDUSTRIES INC,NORM,A,2171086,33,2,634,1,null,273.58,3/26/2025,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11314069 10 PCS @ 634,null
+,4/16/2021,30179218,5304-111-004,TORK PRODUCTS INC,NORM,A,2174856,30,2,634,1,null,399.99,4/27/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11301844 20 PCS @ 634,null
+,4/9/2021,30179229,5321-101-001,MOTION INDUSTRIES INC,NORM,A,2171086,36,2,600,1,1,14.46,3/26/2025,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/9/2021,30179230,5321-101-002,MOTION INDUSTRIES INC,NORM,A,2171086,19,2,600,1,1,10.38,3/26/2025,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
+,4/9/2021,30179278,540-0313,MOTION INDUSTRIES INC,NORM,A,2171086,32,2,683,1,1,292.5,3/26/2025,4/16/2021,ID3,null,null,null,null,null,G,"Not pulled, need lines 13/14/15/33",null
-,4/16/2021,30183950,166-0116,BDI,NORM,A,2175170,50,1,null,12,12,441.96,4/16/2021,4/16/2021,ID9,null,null,null,null,null,G,Shipper printed 4/16,null
+,4/15/2021,30188172,5131-273-011,BDI,NORM,A,2174091,10,2,684,1,null,1426.38,5/27/2021,4/16/2021,IDF,null,null,null,null,null,K,Kanban @ 684,null
+,4/15/2021,30188172,5131-273-011,MOTION INDUSTRIES INC,NORM,A,2174505,10,2,684,1,null,1426.38,5/13/2021,4/16/2021,IDF,null,null,null,null,null,K,Kanban @ 684,null
+,4/16/2021,30188211,5153-170-004,MOTION INDUSTRIES INC,NORM,A,2175034,10,2,170,1,null,563.66,4/2/2025,4/16/2021,ID4,null,null,null,null,null,Y,WO# 11314070 1 PC ,null
+,4/15/2021,30188229,5154-170-002,MOTION INDUSTRIES INC,NORM,A,2174209,110,2,170,3,null,2214.75,4/22/2021,4/16/2021,ID4,null,null,null,null,null,P,Need 5154-445-003 PO 250 PCS Due 3/26 (4/19)     GLFP   sent to great lakes 3/31,null
+,3/25/2021,30188276,5158-170-016,BDI,NORM,A,2163233,20,2,170,20,null,2865.8,4/21/2021,4/16/2021,ID4,null,null,null,null,null,R,Need 5158-445-004 @ GL Due 4/23,null
+,4/15/2021,30188744,5230-111-001,MOTION INDUSTRIES INC,NORM,A,2174364,20,2,634,20,4,1944.4,5/13/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11314071 80 PCS @ 634/475/634,null
+,4/15/2021,30188928,5282-271-012,BDI,NORM,A,2174091,20,2,682,1,null,2430.97,5/27/2021,4/16/2021,ID3,null,null,null,null,null,Y,WO# 11314072 1 PC @ 682,null
+,4/16/2021,30189284,5370-169-214,APPLIED INDUSTRIAL TECH,NORM,A,2174899,30,2,681,1,null,461.34,4/23/2021,4/16/2021,IDG,110-0332,None,"800-0376
5370-631-219",258-1225,None,K,Kanban @ 681,null
+,3/22/2021,30189299,5370-169-248,ALTRA IND MOTION AUSTRALIA PTY,NORM,D,2160820,10,2,681,2,null,792.84,4/20/2021,4/16/2021,ID4,110-0331,None,None,258-1226,None,Y,WO# 11288194 2 PC,null
+,4/15/2021,30189319,5370-169-279,MOTION INDUSTRIES INC,NORM,A,2174209,260,2,681,1,null,627.51,4/22/2021,4/16/2021,IDG,110-0331,None,None,258-1226,None,K,Kanban @ 681,null
+,3/26/2021,30189369,5370-270-219,MSC INDUSTRIAL SUPPLY CO,NORM,A,2164217,10,1,681,1,null,455.47,4/16/2021,4/16/2021,ID4,None,None,None,258-1224,None,Y,WO# 11288195 1 PC,null
+,4/15/2021,30189377,5370-271-204,MOTION INDUSTRIES INC,NORM,A,2174209,270,2,681,1,null,686.1,4/22/2021,4/16/2021,IDG,110-0331,"800-0371
5370-451-204",None,258-1223,258-1226,K,Kanban @ 681,null
