Timestamp,Buildid,Cellname,Productarticlenumber,Lost Time in minutes,Linename,Product_expectedbuildtime,Actual_buildtime_step,Process_losttime,Interferencecomment,Interferencecategorymain,Interferencecategorysub,Productname
2024-04-02T00:00:00.000-07:00,623676,Housing Assembly,5370-169-214,null,Model Value Stream,360,5,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2024-04-21T00:00:00.000-07:00,623756,Housing Assembly,5370-273-323,null,Model Value Stream,600,181,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-05-01T00:00:00.000-07:00,623766,Housing Assembly,5370-273-323,null,Model Value Stream,600,6,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-05-11T00:00:00.000-07:00,623884,Final Assembly,5370-273-204,null,Model Value Stream,600,204,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2024-05-13T00:00:00.000-07:00,623886,Final Assembly,5370-273-204,null,Model Value Stream,600,168,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2024-05-14T00:00:00.000-07:00,623887,Final Assembly,5370-273-204,null,Model Value Stream,600,34,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2024-05-15T00:00:00.000-07:00,623875,Final Assembly,5370-273-235,null,Model Value Stream,720,5,null,null,null,null,5370-273-235-C-B UM-180-2030 90V AF GEN2,
2024-05-22T00:00:00.000-07:00,623757,Final Assembly,5370-273-323,null,Model Value Stream,600,103,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-05-28T00:00:00.000-07:00,623763,Final Assembly,5370-273-323,null,Model Value Stream,600,1,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-06-26T00:00:00.000-07:00,623763,Burnish and Inspection,5370-273-323,2.566564,Model Value Stream,600,754,154,Wait for housing- not following standard ,Incorrect Standard Work,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-07-13T00:00:00.000-07:00,623706,Pack Station,5370-273-253,null,Model Value Stream,720,79,null,null,null,null,5370-273-253_C/B UM-180-1020FBC 24V GEN2,
2024-07-16T00:00:00.000-07:00,623754,Pack Station,5370-273-323,null,Model Value Stream,600,61,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-07-19T00:00:00.000-07:00,623757,Pack Station,5370-273-323,null,Model Value Stream,600,67,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-08-01T00:00:00.000-07:00,623726,Kitting,5370-169-259,null,Model Value Stream,720,175,null,null,null,null,5370-169-259-BK EM-180-20MBFB 90V GEN2,
2024-08-08T00:00:00.000-07:00,623870,Kitting,5370-270-229,null,Model Value Stream,360,65,null,null,null,null,5370-270-229_CL EM-180-30 90V GEN2,
2024-08-17T00:00:00.000-07:00,623796,Kitting,5370-273-214,null,Model Value Stream,600,112,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-09-11T00:00:00.000-07:00,623777,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,1,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-09-12T00:00:00.000-07:00,623778,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,6,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-09-15T00:00:00.000-07:00,623781,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,4,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-10-08T00:00:00.000-07:00,623858,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,7,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-10-12T00:00:00.000-07:00,623875,Hub-Shaft-Armature Assembly,5370-273-235,null,Model Value Stream,720,96,null,null,null,null,5370-273-235-C-B UM-180-2030 90V AF GEN2,
2024-11-01T00:00:00.000-07:00,623791,Housing Assembly,5370-273-214,null,Model Value Stream,600,6,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-11-25T00:00:00.000-08:00,623778,Final Assembly,5370-273-214,null,Model Value Stream,600,46,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-09T00:00:00.000-08:00,623793,Final Assembly,5370-273-214,null,Model Value Stream,600,20,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-20T00:00:00.000-08:00,623857,Final Assembly,5370-273-214,null,Model Value Stream,600,147,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-27T00:00:00.000-08:00,623773,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,436,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-03T00:00:00.000-08:00,623780,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,427,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-10T00:00:00.000-08:00,623788,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,547,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-15T00:00:00.000-08:00,623793,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,377,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-03-18T00:00:00.000-07:00,623688,Kitting,5370-169-289,null,Model Value Stream,720,73,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2023-11-16T00:00:00.000-08:00,623949,Kitting,5370-273-214,null,Model Value Stream,600,103,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2023-11-20T00:00:00.000-08:00,623354,Kitting,5371-273-003,null,Model Value Stream,720,169,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2024-01-01T00:00:00.000-08:00,623876,Final Assembly,5371-169-023,null,Model Value Stream,480,4,null,null,null,null,5371-169-023_BK EM-210-20 90V,
2024-01-13T00:00:00.000-08:00,623888,Burnish and Inspection,5370-273-209,null,Model Value Stream,600,235,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2024-01-22T00:00:00.000-08:00,623873,Pack Station,5370-169-214,null,Model Value Stream,360,72,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2024-01-31T00:00:00.000-08:00,623681,Pack Station,5371-169-023,null,Model Value Stream,480,97,null,null,null,null,5371-169-023_BK EM-210-20 90V,
2024-04-08T00:00:00.000-07:00,623883,Housing Assembly,5370-169-289,null,Model Value Stream,720,11,null,null,null,null,5370-169-289_BK EM-180-20FBB 90V GEN2,
2024-04-28T00:00:00.000-07:00,623763,Housing Assembly,5370-273-323,null,Model Value Stream,600,550,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-05-29T00:00:00.000-07:00,623764,Final Assembly,5370-273-323,null,Model Value Stream,600,70,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-06-23T00:00:00.000-07:00,623760,Burnish and Inspection,5370-273-323,29.182166,Model Value Stream,600,2351,1751,"Wait for housing- not following standard, TL step offline ",Incorrect Standard Work,,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-09-14T00:00:00.000-07:00,623780,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,7,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-09-24T00:00:00.000-07:00,623791,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,2,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-09-26T00:00:00.000-07:00,623793,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,19,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-10-07T00:00:00.000-07:00,623857,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,8,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-10-17T00:00:00.000-07:00,623775,Housing Assembly,5370-273-214,null,Model Value Stream,600,2,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-11-18T00:00:00.000-08:00,623861,Housing Assembly,5370-273-214,null,Model Value Stream,600,9,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-12T00:00:00.000-08:00,623796,Final Assembly,5370-273-214,null,Model Value Stream,600,29,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-14T00:00:00.000-08:00,623798,Final Assembly,5370-273-214,null,Model Value Stream,600,19,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-15T00:00:00.000-08:00,623799,Final Assembly,5370-273-214,null,Model Value Stream,600,297,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-09T00:00:00.000-08:00,623787,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,576,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-14T00:00:00.000-08:00,623792,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,386,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-16T00:00:00.000-08:00,623794,Burnish and Inspection,5370-273-214,10.966228,Model Value Stream,600,1258,658,Wait for housing- not following standard ,Incorrect Standard Work,,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-27T00:00:00.000-08:00,623858,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,350,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-02-05T00:00:00.000-08:00,623776,Pack Station,5370-273-214,null,Model Value Stream,600,67,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-02-09T00:00:00.000-08:00,623780,Pack Station,5370-273-214,null,Model Value Stream,600,66,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-02-24T00:00:00.000-08:00,623796,Pack Station,5370-273-214,null,Model Value Stream,600,162,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-03-05T00:00:00.000-08:00,623858,Pack Station,5370-273-214,null,Model Value Stream,600,64,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2023-11-27T00:00:00.000-08:00,623873,Hub-Shaft-Armature Assembly,5370-169-214,null,Model Value Stream,360,9,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2023-12-07T00:00:00.000-08:00,623354,Hub-Shaft-Armature Assembly,5371-273-003,null,Model Value Stream,720,380,null,null,null,null,5371-273-003_CL/BK UM-210-1020 90V,
2023-12-28T00:00:00.000-08:00,623888,Final Assembly,5370-273-209,null,Model Value Stream,600,32,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2024-01-03T00:00:00.000-08:00,623966,Final Assembly,5371-170-048,null,Model Value Stream,600,10,null,null,null,null,"5371-170-048_EM-210/ERS-68, 90V,10 FT/LB",
2024-01-18T00:00:00.000-08:00,623877,Burnish and Inspection,5371-169-023,null,Model Value Stream,480,3,null,null,null,null,5371-169-023_BK EM-210-20 90V,
2024-02-16T00:00:00.000-08:00,623760,Kitting,5370-273-323,null,Model Value Stream,600,128,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-03-21T00:00:00.000-07:00,623756,Hub-Shaft-Armature Assembly,5370-273-323,null,Model Value Stream,600,3,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-03-23T00:00:00.000-07:00,623758,Hub-Shaft-Armature Assembly,5370-273-323,null,Model Value Stream,600,7,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-04-27T00:00:00.000-07:00,623762,Housing Assembly,5370-273-323,null,Model Value Stream,600,9,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-06-11T00:00:00.000-07:00,623886,Burnish and Inspection,5370-273-204,9.866272,Model Value Stream,600,1192,592,"Wait for housing- slower than cycle time, used wrong screws in housing, back from break late ",Operator Error/Mistake,,5370-273-204_C/B UM-50-1020 90V GEN2,
2024-06-22T00:00:00.000-07:00,623759,Burnish and Inspection,5370-273-323,null,Model Value Stream,600,540,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-07-01T00:00:00.000-07:00,623676,Pack Station,5370-169-214,null,Model Value Stream,360,160,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2024-07-07T00:00:00.000-07:00,623870,Pack Station,5370-270-229,null,Model Value Stream,360,123,null,null,null,null,5370-270-229_CL EM-180-30 90V GEN2,
2024-07-09T00:00:00.000-07:00,623885,Pack Station,5370-273-204,null,Model Value Stream,600,21,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2024-07-24T00:00:00.000-07:00,623762,Pack Station,5370-273-323,null,Model Value Stream,600,93,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-07-27T00:00:00.000-07:00,623765,Pack Station,5370-273-323,null,Model Value Stream,600,113,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-08-27T00:00:00.000-07:00,623859,Kitting,5370-273-214,null,Model Value Stream,600,104,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-09-05T00:00:00.000-07:00,623725,Hub-Shaft-Armature Assembly,5370-169-226,null,Model Value Stream,360,135,null,null,null,null,5370-169-226_BK EM-100-20 90V 5/8 B SPCL,
2024-09-17T00:00:00.000-07:00,623783,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,10,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-10-04T00:00:00.000-07:00,623801,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,118,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-10-30T00:00:00.000-07:00,623789,Housing Assembly,5370-273-214,null,Model Value Stream,600,6,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-11-06T00:00:00.000-08:00,623796,Housing Assembly,5370-273-214,null,Model Value Stream,600,2,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-11-09T00:00:00.000-08:00,623799,Housing Assembly,5370-273-214,null,Model Value Stream,600,3,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-02-02T00:00:00.000-08:00,623773,Pack Station,5370-273-214,null,Model Value Stream,600,124,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-02-19T00:00:00.000-08:00,623791,Pack Station,5370-273-214,null,Model Value Stream,600,70,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-02-23T00:00:00.000-08:00,623795,Pack Station,5370-273-214,null,Model Value Stream,600,69,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-03-01T00:00:00.000-08:00,623801,Pack Station,5370-273-214,null,Model Value Stream,600,81,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2023-12-13T00:00:00.000-08:00,623888,Housing Assembly,5370-273-209,null,Model Value Stream,600,4,null,null,null,null,5370-273-209_C/B UM-100-1020 90V GEN2,
2023-11-07T00:00:00.000-08:00,623940,Kitting,5370-273-214,null,Model Value Stream,600,108,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2023-12-20T00:00:00.000-08:00,623485,Housing Assembly,5371-271-003,null,Model Value Stream,360,7,null,null,null,null,5371-271-003_CL UM-210-1040 90V,
2023-12-25T00:00:00.000-08:00,623727,Final Assembly,5370-169-259,null,Model Value Stream,720,194,null,null,null,null,5370-169-259-BK EM-180-20MBFB 90V GEN2,
2024-01-07T00:00:00.000-08:00,623873,Burnish and Inspection,5370-169-214,null,Model Value Stream,360,10,null,null,null,null,5370-169-214_BK EM-180-20 90V GEN2,
2024-01-14T00:00:00.000-08:00,623889,Burnish and Inspection,5370-273-248,8.74965,Model Value Stream,600,1125,525,TL step offline- respond to andon ,Punctuality/Attendance ,,5370-273-248_C/B UM-100-1020FBC 24V GEN2,
2024-01-20T00:00:00.000-08:00,623485,Burnish and Inspection,5371-271-003,7.566364,Model Value Stream,360,1054,454,"Wait for housing- set up and run 0163 housing, TL in meeting- AT help build ",Punctuality/Attendance ,,5371-271-003_CL UM-210-1040 90V,
2024-03-11T00:00:00.000-07:00,623874,Hub-Shaft-Armature Assembly,5370-270-204,null,Model Value Stream,360,12,null,null,null,null,5370-270-204_CL EM-50-10 90V GEN2,
2024-03-30T00:00:00.000-07:00,623765,Hub-Shaft-Armature Assembly,5370-273-323,12.299508,Model Value Stream,600,1000,738,A.T. On line (parts list issue),Technical Support,ABS Support,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-04-04T00:00:00.000-07:00,623727,Housing Assembly,5370-169-259,null,Model Value Stream,720,383,null,null,null,null,5370-169-259-BK EM-180-20MBFB 90V GEN2,
2024-04-17T00:00:00.000-07:00,623750,Housing Assembly,5370-273-323,null,Model Value Stream,600,371,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-04-19T00:00:00.000-07:00,623754,Housing Assembly,5370-273-323,null,Model Value Stream,600,299,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-05-02T00:00:00.000-07:00,623871,Final Assembly,5370-169-203,null,Model Value Stream,360,20,null,null,null,null,5370-169-203_BK EM-50-20 24V GEN2,
2024-05-05T00:00:00.000-07:00,623728,Final Assembly,5370-169-262,null,Model Value Stream,360,335,null,null,null,null,5370-169-262_BK EUM-180-20FBB-LK 90 GEN2,
2024-05-30T00:00:00.000-07:00,623765,Final Assembly,5370-273-323,null,Model Value Stream,600,184,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-06-12T00:00:00.000-07:00,623887,Burnish and Inspection,5370-273-204,6.183086,Model Value Stream,600,971,371,Wait for housing- op machined wrong housing- not following standard ,Incorrect Standard Work,,5370-273-204_C/B UM-50-1020 90V GEN2,
2024-06-14T00:00:00.000-07:00,623706,Burnish and Inspection,5370-273-253,17.66596,Model Value Stream,720,1660,1060,"Cycle times not meeting with other cells, assembly quality, hub not pressed down all the way ",Incorrect Standard Work,,5370-273-253_C/B UM-180-1020FBC 24V GEN2,
2024-08-10T00:00:00.000-07:00,623885,Kitting,5370-273-204,null,Model Value Stream,600,106,null,null,null,null,5370-273-204_C/B UM-50-1020 90V GEN2,
2024-08-13T00:00:00.000-07:00,623792,Kitting,5370-273-214,null,Model Value Stream,600,112,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-08-23T00:00:00.000-07:00,623802,Kitting,5370-273-214,null,Model Value Stream,600,88,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-08-29T00:00:00.000-07:00,623861,Kitting,5370-273-214,null,Model Value Stream,600,97,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-09-02T00:00:00.000-07:00,623754,Kitting,5370-273-323,null,Model Value Stream,600,113,null,null,null,null,5370-273-323_HD C/B UM180-1020 90V GEN2,
2024-09-06T00:00:00.000-07:00,623726,Hub-Shaft-Armature Assembly,5370-169-259,null,Model Value Stream,720,12,null,null,null,null,5370-169-259-BK EM-180-20MBFB 90V GEN2,
2024-09-10T00:00:00.000-07:00,623776,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,13,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-09-21T00:00:00.000-07:00,623788,Hub-Shaft-Armature Assembly,5370-273-214,null,Model Value Stream,600,3,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-10-19T00:00:00.000-07:00,623777,Housing Assembly,5370-273-214,null,Model Value Stream,600,507,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-10-31T00:00:00.000-07:00,623790,Housing Assembly,5370-273-214,null,Model Value Stream,600,351,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-11-30T00:00:00.000-08:00,623783,Final Assembly,5370-273-214,null,Model Value Stream,600,4,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-11T00:00:00.000-08:00,623795,Final Assembly,5370-273-214,null,Model Value Stream,600,12,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-22T00:00:00.000-08:00,623859,Final Assembly,5370-273-214,null,Model Value Stream,600,19,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2024-12-31T00:00:00.000-08:00,623777,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,559,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-06T00:00:00.000-08:00,623783,Burnish and Inspection,5370-273-214,null,Model Value Stream,600,346,null,null,null,null,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-07T00:00:00.000-08:00,623785,Burnish and Inspection,5370-273-214,15.58271,Model Value Stream,600,1535,935,"Wait for housing- rest break, not following standard, refilling bearings on line ",Incorrect Standard Work,,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-12T00:00:00.000-08:00,623790,Burnish and Inspection,5370-273-214,6.366412,Model Value Stream,600,982,382,Wait for housing- not following standard ,Incorrect Standard Work,,5370-273-214_C/B UM-180-1020 90V GEN2,
2025-01-20T00:00:00.000-08:00,623798,Burnish and Inspection,5370-273-214,11.432876,Model Value Stream,600,1286,686,"Assembly quality- key fell out of place- got pressed wrong, took unit offline, AT help fix ",Other,,5370-273-214_C/B UM-180-1020 90V GEN2,
